userid,itemid,rating,Time,Location,Companion
1045,tt0441773,1,Weekday,Cinema,Partner
1045,tt1041829,3,Weekday,Cinema,Partner
1113,tt0441773,5,NA,NA,NA
1113,tt0111161,5,NA,NA,NA
1113,tt0109830,5,NA,NA,NA
1113,tt0120338,5,NA,NA,NA
1113,tt1375666,5,NA,NA,NA
1113,tt3254460,3,NA,NA,NA
1113,tt1133985,3,NA,NA,NA
1113,tt1099212,3,NA,NA,NA
1113,tt0441773,5,Weekend,Cinema,Alone
1113,tt0111161,5,Weekend,Cinema,Alone
1113,tt0109830,5,Weekend,Cinema,Alone
1113,tt0120338,5,Weekend,Cinema,Alone
1113,tt1375666,5,Weekend,Cinema,Alone
1113,tt0441773,5,Weekday,Home,Partner
1113,tt0111161,5,Weekday,Home,Partner
1113,tt0109830,5,Weekday,Home,Partner
1113,tt0120338,5,Weekday,Home,Partner
1113,tt1375666,5,Weekday,Home,Partner
1113,tt0441773,5,Weekend,Home,Partner
1113,tt0111161,5,Weekend,Home,Partner
1113,tt0109830,5,Weekend,Home,Partner
1113,tt0120338,5,Weekend,Home,Partner
1113,tt1375666,5,Weekend,Home,Partner
1113,tt3254460,3,Weekend,Cinema,Alone
1113,tt1133985,3,Weekend,Cinema,Alone
1113,tt1099212,3,Weekend,Cinema,Alone
1113,tt3254460,3,Weekend,Cinema,Family
1113,tt1133985,3,Weekend,Cinema,Family
1113,tt1099212,3,Weekend,Cinema,Family
1113,tt3254460,3,Weekend,Home,Partner
1113,tt1133985,3,Weekend,Home,Partner
1113,tt1099212,3,Weekend,Home,Partner
1011,tt0181689,4,NA,NA,NA
1011,tt3793764,4,NA,NA,NA
1011,tt0315733,5,NA,NA,NA
1011,tt0378194,3,NA,NA,NA
1011,tt0382625,4,NA,NA,NA
1011,tt0993846,4,NA,NA,NA
1011,tt0211915,5,NA,NA,NA
1011,tt3510098,3,NA,NA,NA
1011,tt0367594,4,NA,NA,NA
1011,tt1375666,5,NA,NA,NA
1011,tt0289879,4,NA,NA,NA
1011,tt0405422,1,NA,NA,NA
1011,tt2251217,1,NA,NA,NA
1011,tt1291150,2,NA,NA,NA
1011,tt1099212,2,NA,NA,NA
1011,tt0181689,2,Weekday,Home,Family
1011,tt3793764,5,Weekday,Home,Family
1011,tt0315733,3,Weekday,Home,Family
1011,tt0378194,2,Weekday,Home,Family
1011,tt0382625,4,Weekday,Home,Family
1011,tt0993846,3,Weekday,Home,Family
1011,tt0211915,4,Weekday,Home,Family
1011,tt3510098,4,Weekday,Home,Family
1011,tt0367594,5,Weekday,Home,Family
1011,tt1375666,4,Weekday,Home,Family
1011,tt0289879,2,Weekday,Home,Family
1011,tt0181689,2,Weekend,Home,Family
1011,tt3793764,5,Weekend,Home,Family
1011,tt0315733,3,Weekend,Home,Family
1011,tt0378194,2,Weekend,Home,Family
1011,tt0382625,4,Weekend,Home,Family
1011,tt0993846,3,Weekend,Home,Family
1011,tt0211915,4,Weekend,Home,Family
1011,tt3510098,4,Weekend,Home,Family
1011,tt0367594,5,Weekend,Home,Family
1011,tt1375666,4,Weekend,Home,Family
1011,tt0289879,2,Weekend,Home,Family
1011,tt0405422,1,Weekday,Cinema,Family
1011,tt2251217,1,Weekday,Cinema,Family
1011,tt1291150,1,Weekday,Cinema,Family
1011,tt1099212,3,Weekday,Cinema,Family
1011,tt0405422,1,Weekday,Cinema,Partner
1011,tt2251217,1,Weekday,Cinema,Partner
1011,tt1291150,2,Weekday,Cinema,Partner
1011,tt1099212,3,Weekday,Cinema,Partner
1054,tt0232500,4,NA,NA,NA
1054,tt0111161,5,NA,NA,NA
1054,tt0993846,4,NA,NA,NA
1054,tt0109830,5,NA,NA,NA
1054,tt0125439,5,NA,NA,NA
1054,tt0944835,4,NA,NA,NA
1054,tt0382625,4,NA,NA,NA
1054,tt1068680,4,NA,NA,NA
1054,tt0367594,4,NA,NA,NA
1054,tt1055369,4,NA,NA,NA
1054,tt1099212,4,NA,NA,NA
1054,tt0232500,5,Weekend,Home,Family
1054,tt0111161,5,Weekend,Home,Family
1054,tt0993846,5,Weekend,Home,Family
1054,tt0109830,5,Weekend,Home,Family
1054,tt0125439,5,Weekend,Home,Family
1054,tt0232500,5,Weekend,Cinema,Partner
1054,tt0111161,5,Weekend,Cinema,Partner
1054,tt0993846,5,Weekend,Cinema,Partner
1054,tt0109830,5,Weekend,Cinema,Partner
1054,tt0125439,5,Weekend,Cinema,Partner
1054,tt0232500,5,Weekday,Home,Partner
1054,tt0111161,5,Weekday,Home,Partner
1054,tt0993846,5,Weekday,Home,Partner
1054,tt0109830,5,Weekday,Home,Partner
1054,tt0125439,5,Weekday,Home,Partner
1054,tt0944835,1,Weekday,Home,Alone
1054,tt0382625,1,Weekday,Home,Alone
1054,tt1068680,1,Weekday,Home,Alone
1054,tt0367594,1,Weekday,Home,Alone
1054,tt1055369,1,Weekday,Home,Alone
1054,tt1099212,1,Weekday,Home,Alone
1054,tt0944835,1,Weekend,Home,Alone
1054,tt0382625,1,Weekend,Home,Alone
1054,tt1068680,1,Weekend,Home,Alone
1054,tt0367594,1,Weekend,Home,Alone
1054,tt1055369,1,Weekend,Home,Alone
1054,tt1099212,1,Weekend,Home,Alone
1054,tt0944835,1,Weekend,Home,Family
1054,tt0382625,1,Weekend,Home,Family
1054,tt1068680,1,Weekend,Home,Family
1054,tt0367594,1,Weekend,Home,Family
1054,tt1055369,1,Weekend,Home,Family
1054,tt1099212,1,Weekend,Home,Family
1034,tt1369829,3,NA,NA,NA
1034,tt3254460,5,NA,NA,NA
1034,tt0800369,4,NA,NA,NA
1034,tt1453405,4,NA,NA,NA
1034,tt1232829,3,NA,NA,NA
1034,tt1478338,4,NA,NA,NA
1034,tt1375666,5,NA,NA,NA
1034,tt0133093,5,NA,NA,NA
1034,tt0114148,1,NA,NA,NA
1034,ttnanana2,1,NA,NA,NA
1034,tt1099212,1,NA,NA,NA
1034,tt1369829,3,Weekday,Cinema,Alone
1034,tt3254460,5,Weekday,Cinema,Alone
1034,tt0800369,4,Weekday,Cinema,Alone
1034,tt1453405,4,Weekday,Cinema,Alone
1034,tt1232829,3,Weekday,Cinema,Alone
1034,tt1478338,3,Weekday,Cinema,Alone
1034,tt1375666,5,Weekday,Cinema,Alone
1034,tt0133093,5,Weekday,Cinema,Alone
1034,tt1369829,4,Weekday,Cinema,Partner
1034,tt3254460,5,Weekday,Cinema,Partner
1034,tt0800369,3,Weekday,Cinema,Partner
1034,tt1453405,5,Weekday,Cinema,Partner
1034,tt1232829,5,Weekday,Cinema,Partner
1034,tt1478338,5,Weekday,Cinema,Partner
1034,tt1375666,3,Weekday,Cinema,Partner
1034,tt0133093,3,Weekday,Cinema,Partner
1034,tt1369829,4,Weekend,Cinema,Partner
1034,tt3254460,4,Weekend,Cinema,Partner
1034,tt0800369,3,Weekend,Cinema,Partner
1034,tt1453405,5,Weekend,Cinema,Partner
1034,tt1232829,3,Weekend,Cinema,Partner
1034,tt1478338,4,Weekend,Cinema,Partner
1034,tt1375666,3,Weekend,Cinema,Partner
1034,tt0133093,3,Weekend,Cinema,Partner
1034,tt0114148,1,Weekday,Home,Alone
1034,ttnanana2,1,Weekday,Home,Alone
1034,tt1099212,1,Weekday,Home,Alone
1034,tt0114148,1,Weekday,Cinema,Alone
1034,ttnanana2,1,Weekday,Cinema,Alone
1034,tt1099212,1,Weekday,Cinema,Alone
1034,tt0114148,2,Weekend,Home,Partner
1034,ttnanana2,1,Weekend,Home,Partner
1034,tt1099212,2,Weekend,Home,Partner
1068,tt3254460,4,NA,NA,NA
1068,tt0110357,3,NA,NA,NA
1068,tt0405422,3,NA,NA,NA
1068,tt0114369,3,NA,NA,NA
1068,tt0111161,5,NA,NA,NA
1068,tt0109830,5,NA,NA,NA
1068,tt1375666,4,NA,NA,NA
1068,tt0133093,5,NA,NA,NA
1068,tt3793764,1,NA,NA,NA
1068,tt4411490,2,NA,NA,NA
1068,tt1055369,2,NA,NA,NA
1068,tt1099212,1,NA,NA,NA
1068,tt3254460,3,Weekend,Home,Alone
1068,tt0110357,2,Weekend,Home,Alone
1068,tt0405422,4,Weekend,Home,Alone
1068,tt0114369,2,Weekend,Home,Alone
1068,tt0111161,4,Weekend,Home,Alone
1068,tt0109830,4,Weekend,Home,Alone
1068,tt1375666,3,Weekend,Home,Alone
1068,tt0133093,3,Weekend,Home,Alone
1068,tt3254460,5,Weekday,Cinema,Alone
1068,tt0110357,1,Weekday,Cinema,Alone
1068,tt0405422,2,Weekday,Cinema,Alone
1068,tt0114369,3,Weekday,Cinema,Alone
1068,tt0111161,5,Weekday,Cinema,Alone
1068,tt0109830,4,Weekday,Cinema,Alone
1068,tt1375666,3,Weekday,Cinema,Alone
1068,tt0133093,3,Weekday,Cinema,Alone
1068,tt3254460,2,Weekday,Cinema,Family
1068,tt0110357,5,Weekday,Cinema,Family
1068,tt0405422,2,Weekday,Cinema,Family
1068,tt0114369,1,Weekday,Cinema,Family
1068,tt0111161,3,Weekday,Cinema,Family
1068,tt0109830,5,Weekday,Cinema,Family
1068,tt1375666,2,Weekday,Cinema,Family
1068,tt0133093,3,Weekday,Cinema,Family
1068,tt3793764,3,Weekday,Home,Alone
1068,tt4411490,3,Weekday,Home,Alone
1068,tt1055369,3,Weekday,Home,Alone
1068,tt1099212,2,Weekday,Home,Alone
1068,tt3793764,1,Weekend,Home,Alone
1068,tt4411490,3,Weekend,Home,Alone
1068,tt1055369,3,Weekend,Home,Alone
1068,tt1099212,1,Weekend,Home,Alone
1068,tt3793764,3,Weekend,Home,Partner
1068,tt4411490,3,Weekend,Home,Partner
1068,tt1055369,3,Weekend,Home,Partner
1068,tt1099212,3,Weekend,Home,Partner
1063,tt0181689,4,NA,NA,NA
1063,tt3254460,3,NA,NA,NA
1063,tt1924435,4,NA,NA,NA
1063,tt0232500,3,NA,NA,NA
1063,tt0138097,4,NA,NA,NA
1063,tt1369829,2,NA,NA,NA
1063,tt0382625,3,NA,NA,NA
1063,tt1478338,2,NA,NA,NA
1063,tt0120338,2,NA,NA,NA
1063,tt1133985,1,NA,NA,NA
1063,tt3203616,2,NA,NA,NA
1063,tt0181689,4,Weekday,Cinema,Alone
1063,tt3254460,3,Weekday,Cinema,Alone
1063,tt1924435,4,Weekday,Cinema,Alone
1063,tt0232500,4,Weekday,Cinema,Alone
1063,tt0138097,3,Weekday,Cinema,Alone
1063,tt0181689,3,Weekend,Cinema,Alone
1063,tt3254460,4,Weekend,Cinema,Alone
1063,tt1924435,3,Weekend,Cinema,Alone
1063,tt0232500,4,Weekend,Cinema,Alone
1063,tt0138097,2,Weekend,Cinema,Alone
1063,tt0181689,3,Weekday,Home,Partner
1063,tt3254460,3,Weekday,Home,Partner
1063,tt1924435,2,Weekday,Home,Partner
1063,tt0232500,3,Weekday,Home,Partner
1063,tt0138097,4,Weekday,Home,Partner
1063,tt1369829,5,Weekday,Cinema,Family
1063,tt0382625,4,Weekday,Cinema,Family
1063,tt1478338,4,Weekday,Cinema,Family
1063,tt0120338,3,Weekday,Cinema,Family
1063,tt1133985,3,Weekday,Cinema,Family
1063,tt3203616,5,Weekday,Cinema,Family
1063,tt1369829,3,Weekend,Cinema,Family
1063,tt0382625,4,Weekend,Cinema,Family
1063,tt1478338,3,Weekend,Cinema,Family
1063,tt0120338,4,Weekend,Cinema,Family
1063,tt1133985,3,Weekend,Cinema,Family
1063,tt3203616,4,Weekend,Cinema,Family
1063,tt1369829,4,Weekday,Home,Partner
1063,tt0382625,5,Weekday,Home,Partner
1063,tt1478338,4,Weekday,Home,Partner
1063,tt0120338,2,Weekday,Home,Partner
1063,tt1133985,4,Weekday,Home,Partner
1063,tt3203616,4,Weekday,Home,Partner
1055,tt0356910,4,NA,NA,NA
1055,tt0405422,4,NA,NA,NA
1055,tt0147800,4,NA,NA,NA
1055,tt0343660,4,NA,NA,NA
1055,tt1478338,5,NA,NA,NA
1055,tt0109830,5,NA,NA,NA
1055,tt1041829,5,NA,NA,NA
1055,tt1657301,1,NA,NA,NA
1055,tt0378194,1,NA,NA,NA
1055,tt3510098,1,NA,NA,NA
1055,tt1291150,1,NA,NA,NA
1055,tt0110475,1,NA,NA,NA
1055,tt0133093,1,NA,NA,NA
1055,tt0356910,3,Weekday,Home,Alone
1055,tt0405422,3,Weekday,Home,Alone
1055,tt0147800,5,Weekday,Home,Alone
1055,tt0343660,5,Weekday,Home,Alone
1055,tt1478338,5,Weekday,Home,Alone
1055,tt0109830,4,Weekday,Home,Alone
1055,tt1041829,5,Weekday,Home,Alone
1055,tt0356910,4,Weekday,Cinema,Partner
1055,tt0405422,4,Weekday,Cinema,Partner
1055,tt0147800,5,Weekday,Cinema,Partner
1055,tt0343660,5,Weekday,Cinema,Partner
1055,tt1478338,4,Weekday,Cinema,Partner
1055,tt0109830,5,Weekday,Cinema,Partner
1055,tt1041829,5,Weekday,Cinema,Partner
1055,tt0356910,4,Weekend,Cinema,Partner
1055,tt0405422,5,Weekend,Cinema,Partner
1055,tt0147800,4,Weekend,Cinema,Partner
1055,tt0343660,5,Weekend,Cinema,Partner
1055,tt1478338,4,Weekend,Cinema,Partner
1055,tt0109830,5,Weekend,Cinema,Partner
1055,tt1041829,5,Weekend,Cinema,Partner
1055,tt1657301,1,Weekday,Home,Alone
1055,tt0378194,1,Weekday,Home,Alone
1055,tt3510098,1,Weekday,Home,Alone
1055,tt1291150,1,Weekday,Home,Alone
1055,tt0110475,1,Weekday,Home,Alone
1055,tt0133093,1,Weekday,Home,Alone
1055,tt1657301,1,Weekend,Cinema,Alone
1055,tt0378194,1,Weekend,Cinema,Alone
1055,tt3510098,1,Weekend,Cinema,Alone
1055,tt1291150,1,Weekend,Cinema,Alone
1055,tt0110475,1,Weekend,Cinema,Alone
1055,tt0133093,1,Weekend,Cinema,Alone
1055,tt1657301,1,Weekday,Cinema,Family
1055,tt0378194,1,Weekday,Cinema,Family
1055,tt3510098,1,Weekday,Cinema,Family
1055,tt1291150,1,Weekday,Cinema,Family
1055,tt0110475,1,Weekday,Cinema,Family
1055,tt0133093,1,Weekday,Cinema,Family
1056,tt0213149,5,NA,NA,NA
1056,tt1657301,3,NA,NA,NA
1056,tt1657301,5,NA,NA,NA
1056,tt0319262,4,NA,NA,NA
1056,tt3793764,5,NA,NA,NA
1056,tt0120912,5,NA,NA,NA
1056,tt0356910,5,NA,NA,NA
1056,tt2251217,5,NA,NA,NA
1056,tt0213149,5,Weekday,Cinema,Alone
1056,tt1657301,5,Weekday,Cinema,Alone
1056,tt1657301,5,Weekday,Cinema,Alone
1056,tt0319262,5,Weekday,Cinema,Alone
1056,tt3793764,5,Weekday,Cinema,Alone
1056,tt0213149,5,Weekend,Cinema,Family
1056,tt1657301,5,Weekend,Cinema,Family
1056,tt1657301,5,Weekend,Cinema,Family
1056,tt0319262,5,Weekend,Cinema,Family
1056,tt3793764,5,Weekend,Cinema,Family
1056,tt0213149,5,Weekend,Home,Partner
1056,tt1657301,5,Weekend,Home,Partner
1056,tt1657301,5,Weekend,Home,Partner
1056,tt0319262,5,Weekend,Home,Partner
1056,tt3793764,5,Weekend,Home,Partner
1056,tt0120912,4,Weekday,Home,Family
1056,tt0356910,4,Weekday,Home,Family
1056,tt2251217,5,Weekday,Home,Family
1056,tt0120912,5,Weekday,Cinema,Family
1056,tt0356910,5,Weekday,Cinema,Family
1056,tt2251217,5,Weekday,Cinema,Family
1056,tt0120912,5,Weekday,Home,Partner
1056,tt0356910,4,Weekday,Home,Partner
1056,tt2251217,4,Weekday,Home,Partner
1105,tt0181689,4,NA,NA,NA
1105,tt0266543,5,NA,NA,NA
1105,tt0110357,5,NA,NA,NA
1105,tt1499658,4,NA,NA,NA
1105,tt1478338,5,NA,NA,NA
1105,tt1707386,5,NA,NA,NA
1105,tt0133093,4,NA,NA,NA
1105,tt1190080,2,NA,NA,NA
1105,tt0454876,1,NA,NA,NA
1105,tt1041829,2,NA,NA,NA
1105,tt1068680,2,NA,NA,NA
1105,tt3203616,1,NA,NA,NA
1105,tt0181689,3,Weekday,Home,Family
1105,tt0266543,5,Weekday,Home,Family
1105,tt0110357,5,Weekday,Home,Family
1105,tt1499658,3,Weekday,Home,Family
1105,tt1478338,5,Weekday,Home,Family
1105,tt1707386,4,Weekday,Home,Family
1105,tt0133093,4,Weekday,Home,Family
1105,tt0181689,5,Weekend,Cinema,Partner
1105,tt0266543,5,Weekend,Cinema,Partner
1105,tt0110357,5,Weekend,Cinema,Partner
1105,tt1499658,5,Weekend,Cinema,Partner
1105,tt1478338,5,Weekend,Cinema,Partner
1105,tt1707386,5,Weekend,Cinema,Partner
1105,tt0133093,5,Weekend,Cinema,Partner
1105,tt0181689,4,Weekend,Home,Partner
1105,tt0266543,5,Weekend,Home,Partner
1105,tt0110357,5,Weekend,Home,Partner
1105,tt1499658,4,Weekend,Home,Partner
1105,tt1478338,5,Weekend,Home,Partner
1105,tt1707386,5,Weekend,Home,Partner
1105,tt0133093,4,Weekend,Home,Partner
1105,tt1190080,1,Weekend,Home,Alone
1105,tt0454876,1,Weekend,Home,Alone
1105,tt1041829,2,Weekend,Home,Alone
1105,tt1068680,1,Weekend,Home,Alone
1105,tt3203616,1,Weekend,Home,Alone
1105,tt1190080,1,Weekend,Cinema,Alone
1105,tt0454876,1,Weekend,Cinema,Alone
1105,tt1041829,1,Weekend,Cinema,Alone
1105,tt1068680,1,Weekend,Cinema,Alone
1105,tt3203616,1,Weekend,Cinema,Alone
1105,tt1190080,1,Weekend,Cinema,Family
1105,tt0454876,2,Weekend,Cinema,Family
1105,tt1041829,2,Weekend,Cinema,Family
1105,tt1068680,1,Weekend,Cinema,Family
1105,tt3203616,2,Weekend,Cinema,Family
1016,tt0356910,4,NA,NA,NA
1016,tt0213149,5,NA,NA,NA
1016,tt1657301,4,NA,NA,NA
1016,tt0268380,4,NA,NA,NA
1016,tt2096673,4,NA,NA,NA
1016,tt0441773,4,NA,NA,NA
1016,tt0110357,4,NA,NA,NA
1016,tt0114369,3,NA,NA,NA
1016,tt0111161,5,NA,NA,NA
1016,tt1707386,3,NA,NA,NA
1016,tt3510098,4,NA,NA,NA
1016,tt1375666,4,NA,NA,NA
1016,tt0289879,4,NA,NA,NA
1016,tt1232829,1,NA,NA,NA
1016,ttnanana1,1,NA,NA,NA
1016,tt0378194,2,NA,NA,NA
1016,tt0356910,4,Weekend,Home,Alone
1016,tt0213149,3,Weekend,Home,Alone
1016,tt1657301,3,Weekend,Home,Alone
1016,tt0268380,5,Weekend,Home,Alone
1016,tt2096673,5,Weekend,Home,Alone
1016,tt0441773,5,Weekend,Home,Alone
1016,tt0110357,5,Weekend,Home,Alone
1016,tt0114369,3,Weekend,Home,Alone
1016,tt0111161,4,Weekend,Home,Alone
1016,tt1707386,3,Weekend,Home,Alone
1016,tt3510098,2,Weekend,Home,Alone
1016,tt1375666,2,Weekend,Home,Alone
1016,tt0289879,4,Weekend,Home,Alone
1016,tt0356910,4,Weekend,Cinema,Partner
1016,tt0213149,5,Weekend,Cinema,Partner
1016,tt1657301,4,Weekend,Cinema,Partner
1016,tt0268380,3,Weekend,Cinema,Partner
1016,tt2096673,4,Weekend,Cinema,Partner
1016,tt0441773,4,Weekend,Cinema,Partner
1016,tt0110357,4,Weekend,Cinema,Partner
1016,tt0114369,4,Weekend,Cinema,Partner
1016,tt0111161,4,Weekend,Cinema,Partner
1016,tt1707386,4,Weekend,Cinema,Partner
1016,tt3510098,4,Weekend,Cinema,Partner
1016,tt1375666,4,Weekend,Cinema,Partner
1016,tt0289879,3,Weekend,Cinema,Partner
1016,tt1232829,1,Weekend,Home,Alone
1016,ttnanana1,1,Weekend,Home,Alone
1016,tt0378194,1,Weekend,Home,Alone
1016,tt1232829,1,Weekend,Home,Family
1016,ttnanana1,1,Weekend,Home,Family
1016,tt0378194,1,Weekend,Home,Family
1039,tt0110357,5,NA,NA,NA
1039,tt0343660,5,NA,NA,NA
1039,tt1707386,5,NA,NA,NA
1039,tt0138097,4,NA,NA,NA
1039,ttnanana2,5,NA,NA,NA
1039,tt0289879,5,NA,NA,NA
1039,tt0266543,3,NA,NA,NA
1039,tt0462538,1,NA,NA,NA
1039,ttnanana1,3,NA,NA,NA
1039,tt0367594,3,NA,NA,NA
1039,tt1291150,3,NA,NA,NA
1039,tt1099212,2,NA,NA,NA
1039,tt0110357,4,Weekend,Home,Family
1039,tt0343660,4,Weekend,Home,Family
1039,tt1707386,3,Weekend,Home,Family
1039,tt0138097,3,Weekend,Home,Family
1039,ttnanana2,5,Weekend,Home,Family
1039,tt0289879,2,Weekend,Home,Family
1039,tt0110357,5,Weekday,Cinema,Partner
1039,tt0343660,4,Weekday,Cinema,Partner
1039,tt1707386,4,Weekday,Cinema,Partner
1039,tt0138097,3,Weekday,Cinema,Partner
1039,ttnanana2,5,Weekday,Cinema,Partner
1039,tt0289879,4,Weekday,Cinema,Partner
1039,tt0110357,3,Weekend,Cinema,Partner
1039,tt0343660,5,Weekend,Cinema,Partner
1039,tt1707386,5,Weekend,Cinema,Partner
1039,tt0138097,5,Weekend,Cinema,Partner
1039,ttnanana2,5,Weekend,Cinema,Partner
1039,tt0289879,5,Weekend,Cinema,Partner
1039,tt0266543,2,Weekday,Cinema,Alone
1039,tt0462538,3,Weekday,Cinema,Alone
1039,ttnanana1,3,Weekday,Cinema,Alone
1039,tt0367594,1,Weekday,Cinema,Alone
1039,tt1291150,1,Weekday,Cinema,Alone
1039,tt1099212,3,Weekday,Cinema,Alone
1039,tt0266543,4,Weekend,Home,Family
1039,tt0462538,3,Weekend,Home,Family
1039,ttnanana1,1,Weekend,Home,Family
1039,tt0367594,3,Weekend,Home,Family
1039,tt1291150,4,Weekend,Home,Family
1039,tt1099212,2,Weekend,Home,Family
1039,tt0266543,3,Weekday,Cinema,Family
1039,tt0462538,2,Weekday,Cinema,Family
1039,ttnanana1,1,Weekday,Cinema,Family
1039,tt0367594,2,Weekday,Cinema,Family
1039,tt1291150,2,Weekday,Cinema,Family
1039,tt1099212,4,Weekday,Cinema,Family
1060,tt0268380,4,NA,NA,NA
1060,tt0441773,4,NA,NA,NA
1060,tt0147800,4,NA,NA,NA
1060,tt0343660,4,NA,NA,NA
1060,tt0211915,5,NA,NA,NA
1060,tt1478338,3,NA,NA,NA
1060,tt0125439,4,NA,NA,NA
1060,tt0088763,3,NA,NA,NA
1060,tt1190080,2,NA,NA,NA
1060,tt0181689,1,NA,NA,NA
1060,tt0213149,1,NA,NA,NA
1060,tt1657301,2,NA,NA,NA
1060,tt4052394,1,NA,NA,NA
1060,tt1133985,1,NA,NA,NA
1060,tt0268380,5,Weekend,Home,Family
1060,tt0441773,5,Weekend,Home,Family
1060,tt0147800,3,Weekend,Home,Family
1060,tt0343660,3,Weekend,Home,Family
1060,tt0211915,3,Weekend,Home,Family
1060,tt1478338,4,Weekend,Home,Family
1060,tt0125439,4,Weekend,Home,Family
1060,tt0088763,5,Weekend,Home,Family
1060,tt0268380,5,Weekend,Cinema,Partner
1060,tt0441773,5,Weekend,Cinema,Partner
1060,tt0147800,4,Weekend,Cinema,Partner
1060,tt0343660,4,Weekend,Cinema,Partner
1060,tt0211915,5,Weekend,Cinema,Partner
1060,tt1478338,5,Weekend,Cinema,Partner
1060,tt0125439,4,Weekend,Cinema,Partner
1060,tt0088763,5,Weekend,Cinema,Partner
1060,tt0268380,5,Weekday,Home,Partner
1060,tt0441773,5,Weekday,Home,Partner
1060,tt0147800,4,Weekday,Home,Partner
1060,tt0343660,4,Weekday,Home,Partner
1060,tt0211915,5,Weekday,Home,Partner
1060,tt1478338,5,Weekday,Home,Partner
1060,tt0125439,4,Weekday,Home,Partner
1060,tt0088763,5,Weekday,Home,Partner
1060,tt1190080,1,Weekday,Cinema,Alone
1060,tt0181689,1,Weekday,Cinema,Alone
1060,tt0213149,1,Weekday,Cinema,Alone
1060,tt1657301,1,Weekday,Cinema,Alone
1060,tt4052394,1,Weekday,Cinema,Alone
1060,tt1133985,1,Weekday,Cinema,Alone
1060,tt1190080,1,Weekday,Home,Family
1060,tt0181689,1,Weekday,Home,Family
1060,tt0213149,1,Weekday,Home,Family
1060,tt1657301,1,Weekday,Home,Family
1060,tt4052394,1,Weekday,Home,Family
1060,tt1133985,1,Weekday,Home,Family
1060,tt1190080,1,Weekday,Cinema,Partner
1060,tt0181689,1,Weekday,Cinema,Partner
1060,tt0213149,1,Weekday,Cinema,Partner
1060,tt1657301,1,Weekday,Cinema,Partner
1060,tt4052394,1,Weekday,Cinema,Partner
1060,tt1133985,2,Weekday,Cinema,Partner
1115,tt0266543,5,NA,NA,NA
1115,tt0268380,5,NA,NA,NA
1115,tt0441773,3,NA,NA,NA
1115,tt0110357,4,NA,NA,NA
1115,tt0462538,3,NA,NA,NA
1115,tt0120338,5,NA,NA,NA
1115,tt1375666,5,NA,NA,NA
1115,tt0356910,2,NA,NA,NA
1115,tt3793764,2,NA,NA,NA
1115,tt0382625,2,NA,NA,NA
1115,tt0266543,5,Weekday,Cinema,Alone
1115,tt0268380,5,Weekday,Cinema,Alone
1115,tt0441773,5,Weekday,Cinema,Alone
1115,tt0110357,3,Weekday,Cinema,Alone
1115,tt0462538,4,Weekday,Cinema,Alone
1115,tt0120338,5,Weekday,Cinema,Alone
1115,tt1375666,4,Weekday,Cinema,Alone
1115,tt0266543,5,Weekday,Cinema,Family
1115,tt0268380,5,Weekday,Cinema,Family
1115,tt0441773,5,Weekday,Cinema,Family
1115,tt0110357,5,Weekday,Cinema,Family
1115,tt0462538,4,Weekday,Cinema,Family
1115,tt0120338,5,Weekday,Cinema,Family
1115,tt1375666,5,Weekday,Cinema,Family
1115,tt0266543,5,Weekend,Cinema,Family
1115,tt0268380,5,Weekend,Cinema,Family
1115,tt0441773,4,Weekend,Cinema,Family
1115,tt0110357,4,Weekend,Cinema,Family
1115,tt0462538,4,Weekend,Cinema,Family
1115,tt0120338,5,Weekend,Cinema,Family
1115,tt1375666,5,Weekend,Cinema,Family
1115,tt0356910,4,Weekday,Home,Alone
1115,tt3793764,4,Weekday,Home,Alone
1115,tt0382625,3,Weekday,Home,Alone
1115,tt0356910,3,Weekend,Home,Family
1115,tt3793764,4,Weekend,Home,Family
1115,tt0382625,3,Weekend,Home,Family
1115,tt0356910,3,Weekend,Cinema,Family
1115,tt3793764,4,Weekend,Cinema,Family
1115,tt0382625,4,Weekend,Cinema,Family
1119,tt1190080,5,NA,NA,NA
1119,tt1657301,5,NA,NA,NA
1119,tt3793764,5,NA,NA,NA
1119,tt0268380,5,NA,NA,NA
1119,tt0441773,5,NA,NA,NA
1119,tt1657301,4,NA,NA,NA
1119,tt0319262,3,NA,NA,NA
1119,tt0800369,3,NA,NA,NA
1119,tt0407304,4,NA,NA,NA
1119,tt0266543,2,NA,NA,NA
1119,tt1190080,5,Weekend,Home,Alone
1119,tt1657301,5,Weekend,Home,Alone
1119,tt3793764,5,Weekend,Home,Alone
1119,tt0268380,5,Weekend,Home,Alone
1119,tt0441773,5,Weekend,Home,Alone
1119,tt1190080,5,Weekday,Home,Partner
1119,tt1657301,5,Weekday,Home,Partner
1119,tt3793764,5,Weekday,Home,Partner
1119,tt0268380,5,Weekday,Home,Partner
1119,tt0441773,5,Weekday,Home,Partner
1119,tt1190080,5,Weekend,Home,Partner
1119,tt1657301,5,Weekend,Home,Partner
1119,tt3793764,5,Weekend,Home,Partner
1119,tt0268380,5,Weekend,Home,Partner
1119,tt0441773,5,Weekend,Home,Partner
1119,tt1657301,4,Weekday,Cinema,Family
1119,tt0319262,3,Weekday,Cinema,Family
1119,tt0800369,3,Weekday,Cinema,Family
1119,tt0407304,3,Weekday,Cinema,Family
1119,tt0266543,4,Weekday,Cinema,Family
1119,tt1657301,4,Weekend,Cinema,Family
